FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,SOURCE,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE,OBJECTID,AREA_SQM,FEAT_LEN,X,Y
224,,1926,Person,1926-224,50,linens,,2.00705E+13,19260608,digitised,JA70003000,,1963717,500034.6974,2687.0781,,
226,,1926,Person,1926-226,43.9,linens,,2.00705E+13,19260719,digitised,JA70003000,,1963718,439328.1584,2732.6805,,
227,,1926,Person,1926-227,109.7,linens,,2.00705E+13,19260608,digitised,JA70003000,,1963719,1097504.039,5290.9439,,
474,,1926,Lightning,1926-474,1867,linens,,2.00705E+13,19260713,digitised,JA70003000,,1963807,18670909.76,20144.4162,,
474,,1926,Person,1926-474,35.3,linens,,2.00705E+13,19260927,digitised,JA70003000,,1963808,353125.9328,3174.201,,
475,,1926,Lightning,1926-475,1685.5,linens,,2.00705E+13,19260712,digitised,JA70003000,,1963809,16855041.33,25193.4668,,
476,,1926,Lightning,1926-476,2963.3,linens,,2.00705E+13,19260711,assumed_shape,JA70003000,,1963810,29633991.03,25652.8263,,
844,,1925,Lightning,1925-844,2148.9,linens,,2.00705E+13,20070516,digitised,JA70003000,,1963556,21489548.85,18566.5878,,
845,,1925,Lightning,1925-845,20.6,linens,,2.00705E+13,19250818,digitised,JA70003000,,1963557,206907.3296,1821.9634,,
846,,1925,Lightning,1925-846,42.6,linens,,2.00705E+13,19250818,digitised,JA70003000,,1963558,426895.6405,2837.8889,,
847,,1925,Lightning,1925-847,29.4,linens,,2.00705E+13,19250818,digitised,JA70003000,,1963559,294405.2892,2195.1104,,
848,,1925,Lightning,1925-848,10.5,linens,,2.00705E+13,19250815,digitised,JA70003000,,1963560,105431.7454,1224.971,,
85,,1925,Person,1925-85,1416,linens,,2.00705E+13,19250808,digitised,JA70003000,,1963561,14160879.47,15776.655,,
852,,1925,Lightning,1925-852,32.2,linens,,2.00705E+13,19250806,digitised,JA70003000,,1963562,322011.919,2552.0719,,
115,,1926,Lightning,1926-115,33.5,linens,,2.00705E+13,19260802,digitised,JA70003000,,1963642,335449.5163,2393.6133,,
115,,1926,Person,1926-115,31.8,linens,,2.00705E+13,19260815,digitised,JA70003000,,1963643,318372.0974,2813.2321,,
1156,,1926,Person,1926-1156,220,linens,,2.00705E+13,19260718,assumed_shape,JA70003000,,1963644,2200650.247,6600.5697,,
115a,,1926,Person,1926-115a,355.6,linens,,2.00705E+13,19260715,digitised,JA70003000,,1963645,3556668.343,8480.9644,,
116,,1926,Lightning,1926-116,1758.2,linens,,2.00705E+13,19260804,digitised,JA70003000,,1963646,17582565.59,18131.34,,
229,,1926,Person,1926-229,798.5,linens,,2.00705E+13,19260604,digitised,JA70003000,,1963720,7985571.543,14685.1302,,
23,,1926,Person,1926-23,51.6,linens,,2.00705E+13,19260516,digitised,JA70003000,,1963721,516300.7626,2638.8972,,
23,,1926,Person,1926-23,684.7,linens,,2.00705E+13,19260512,digitised,JA70003000,,1963722,6847944.654,14980.3444,,
23,,1926,Person,1926-23,128.2,linens,,2.00705E+13,19260427,assumed_shape,JA70003000,,1963723,1282604.313,4027.7014,,
476,,1926,Person,1926-476,244.8,linens,,2.00705E+13,19260915,digitised,JA70003000,,1963811,2448374.549,8072.0851,,
479,,1926,Person,1926-479,30.3,linens,,2.00705E+13,19260901,digitised,JA70003000,,1963812,303766.2463,2525.1272,,
480,,1926,Person,1926-480,12.6,linens,,2.00705E+13,19260914,digitised,JA70003000,,1963813,126766.948,1370.2765,,
481,,1926,Lightning,1926-481,1396,linens,,2.00705E+13,19260712,digitised,JA70003000,,1963814,13960154.6,18811.9912,,
855,,1925,Lightning,1925-855,63.9,linens,,2.00705E+13,19250820,digitised,JA70003000,,1963563,639168.7726,3323.5016,,
86a,,1925,Lightning,1925-86a,451.2,linens,,2.00705E+13,19250806,digitised,JA70003000,,1963564,4512641.164,9290.1693,,
87,,1925,Person,1925-87,75.6,linens,,2.00705E+13,19250424,assumed_shape,JA70003000,,1963565,756869.0817,3232.2417,,
873,,1925,Person,1925-873,181.8,linens,,2.00705E+13,19250821,digitised,JA70003000,,1963566,1818176.6,7324.4311,,
875,,1925,Lightning,1925-875,48,linens,,2.00705E+13,19250821,digitised,JA70003000,,1963567,480494.5144,2606.0515,,
878,,1925,Lightning,1925-878,66.7,linens,,2.00705E+13,19250818,digitised,JA70003000,,1963568,667921.6166,3340.5633,,
88,,1925,Person,1925-88,109.2,linens,,2.00705E+13,19250711,digitised,JA70003000,,1963569,1092407.165,4994.3655,,
88,,1925,Person,1925-88,8.4,linens,,2.00705E+13,19250518,digitised,JA70003000,,1963570,84515.3294,1104.1176,,
68,,1925,Lightning,1925-68,1813.3,linens,,2.00705E+13,19250728,digitised,JA70003000,,1963418,18133638.7,23694.7976,,
68,,1925,Person,1925-68,42.1,linens,,2.00705E+13,19250514,digitised,JA70003000,,1963419,421365.5329,2407.8014,,
680,,1925,Person,1925-680,59,linens,,2.00705E+13,19251011,digitised,JA70003000,,1963420,590787.9929,2804.9246,,
681,,1925,Person,1925-681,84.1,linens,,2.00705E+13,19251007,assumed_shape,JA70003000,,1963421,841097.4807,4295.6796,,
685,,1925,Person,1925-685,20.9,linens,,2.00705E+13,19251014,digitised,JA70003000,,1963422,209488.7499,1929.3371,,
758,,1925,Lightning,1925-758,485.2,linens,,2.00705E+13,19250812,assumed_shape,JA70003000,,1963504,4852442.119,13452.3153,,
759,,1925,Lightning,1925-759,258.6,linens,,2.00705E+13,19250809,digitised,JA70003000,,1963505,2586047.188,7500.6596,,
760,,1925,Lightning,1925-760,29.3,linens,,2.00705E+13,19250729,digitised,JA70003000,,1963506,293850.6102,2023.4196,,
763,,1925,Lightning,1925-763,166.6,linens,,2.00705E+13,19250814,digitised,JA70003000,,1963507,1666200.354,5075.5241,,
77,,1925,Person,1925-77,22.9,linens,,2.00705E+13,19250517,digitised,JA70003000,,1963508,229242.3007,1988.0354,,
77,,1925,Person,1925-77,0.9,linens,,2.00705E+13,19250715,digitised,JA70003000,,1963509,9793.7686,409.3032,,
77,,1925,Person,1925-77,4,linens,,2.00705E+13,19250715,digitised,JA70003000,,1963510,40537.6342,1003.4501,,
77,,1925,Person,1925-77,6373.5,linens,,2.00705E+13,19250715,digitised,JA70003000,,1963511,63735008.87,43650.9851,,
454,,1925,Lightning,1925-454,1385.4,linens,,2.00705E+13,19250723,digitised,JA70003000,,1963256,13854189.27,19604.1792,,
457,,1925,Person,1925-457,135.8,linens,,2.00705E+13,19250806,digitised,JA70003000,,1963257,1358356.649,4958.5286,,
593,,1925,Lightning,1925-593,534,linens,,2.00705E+13,19250801,assumed_shape,JA70003000,,1963338,5340368.789,10345.9929,,
599,,1925,Person,1925-599,803.9,linens,,2.00705E+13,19250914,assumed_shape,JA70003000,,1963339,8039378.153,12532.3574,,
5a,,1925,Person,1925-5a,50.9,linens,,2.00705E+13,19250507,assumed_shape,JA70003000,,1963340,509364.6348,3177.8204,,
6,,1925,Person,Jun-25,46.7,linens,,2.00705E+13,19250427,digitised,JA70003000,,1963341,467757.0833,5026.8644,,
685,,1925,Person,1925-685,62.3,linens,,2.00705E+13,19251014,digitised,JA70003000,,1963423,623280.7908,3591.9968,,
685,,1925,Lightning,1925-685,131.6,linens,,2.00705E+13,19250729,digitised,JA70003000,,1963424,1316449.788,4153.4784,,
686,,1925,Lightning,1925-686,84.6,linens,,2.00705E+13,19250729,digitised,JA70003000,,1963425,846336.1133,3548.2723,,
686,,1925,Person,1925-686,53.8,linens,,2.00705E+13,19251014,assumed_shape,JA70003000,,1963426,538472.1166,2811.5094,,
687,,1925,Person,1925-687,47.4,linens,,2.00705E+13,19251014,digitised,JA70003000,,1963427,474202.8357,2857.0565,,
368,,1925,Lightning,1925-368,6807,linens,,2.00705E+13,19250712,assumed_shape,JA70003000,,1963197,68070265.74,37251.9559,,
37,,1925,Person,1925-37,76,linens,,2.00705E+13,19250514,digitised,JA70003000,,1963198,760776.4089,3950.9713,,
37,,1925,Person,1925-37,46.8,linens,,2.00705E+13,19250518,assumed_shape,JA70003000,,1963199,468364.7954,2734.5342,,
45a,,1925,Person,1925-45a,3078.7,linens,,2.00705E+13,19250626,assumed_shape,JA70003000,,1963258,30787569.6,27320.2529,,
461,,1925,Lightning,1925-461,1982.3,linens,,2.00705E+13,19250717,digitised,JA70003000,,1963259,19823701.93,19245.1379,,
463,,1925,Person,1925-463,436.4,linens,,2.00705E+13,19250808,digitised,JA70003000,,1963260,4364460.911,9019.5505,,
46a,,1925,Person,1925-46a,27.3,linens,,2.00705E+13,19250514,digitised,JA70003000,,1963261,273507.8673,2335.0257,,
47,,1925,Person,1925-47,7.3,linens,,2.00705E+13,19250509,digitised,JA70003000,,1963262,73484.2188,1178.3391,,
6,,1925,Person,Jun-25,317.4,linens,,2.00705E+13,19250427,digitised,JA70003000,,1963342,3174435.455,8116.9698,,
6,,1925,Person,Jun-25,34.3,linens,,2.00705E+13,19250509,digitised,JA70003000,,1963343,343469.8387,2284.8972,,
60,,1925,Person,1925-60,152.4,linens,,2.00705E+13,19250716,digitised,JA70003000,,1963344,1524611.467,6358.3758,,
601,,1925,Lightning,1925-601,16.9,linens,,2.00705E+13,19250730,digitised,JA70003000,,1963345,169741.2657,1500.678,,
602,,1925,Lightning,1925-602,78.1,linens,,2.00705E+13,19250730,digitised,JA70003000,,1963346,781213.9215,3471.7019,,
605,,1925,Person,1925-605,24.5,linens,,2.00705E+13,19250909,digitised,JA70003000,,1963347,245965.6163,2717.4795,,
687,,1925,Lightning,1925-687,2444.2,linens,,2.00705E+13,19250801,assumed_shape,JA70003000,,1963428,24442118.68,25074.4983,,
688,,1925,Person,1925-688,29.6,linens,,2.00705E+13,19251014,digitised,JA70003000,,1963429,296790.8806,2291.0347,,
68b,,1925,Person,1925-68b,78.9,linens,,2.00705E+13,19250519,digitised,JA70003000,,1963430,789380.9876,3846.3473,,
69,,1925,Person,1925-69,114.2,linens,,2.00705E+13,19250517,digitised,JA70003000,,1963431,1142611.099,5379.213,,
69,,1925,Person,1925-69,554.2,linens,,2.00705E+13,19250705,digitised,JA70003000,,1963432,5542536.275,13936.8696,,
370,,1925,Lightning,1925-370,1072.3,linens,,2.00705E+13,19250714,assumed_shape,JA70003000,,1963200,10723684.22,17498.9401,,
374,,1925,Person,1925-374,473.9,linens,,2.00705E+13,19250801,digitised,JA70003000,,1963201,4739890.195,16890.3493,,
47,,1925,Lightning,1925-47,5108.5,linens,,2.00705E+13,19250714,digitised,JA70003000,,1963263,51085535.12,41301.9304,,
470,,1925,Lightning,1925-470,2864,linens,,2.00705E+13,19250716,digitised,JA70003000,,1963264,28640010.27,22221.8111,,
609,,1925,Person,1925-609,91.4,linens,,2.00705E+13,19250915,assumed_shape,JA70003000,,1963348,914203.8633,3396.8076,,
60a,,1925,Person,1925-60a,2440.4,linens,,2.00705E+13,19250620,digitised,JA70003000,,1963349,24404123.54,28648.7339,,
61,,1925,Lightning,1925-61,711.4,linens,,2.00705E+13,19250716,digitised,JA70003000,,1963350,7114644.672,12656.204,,
61,,1925,Lightning,1925-61,635.5,linens,,2.00705E+13,19250716,digitised,JA70003000,,1963351,6355010.763,18592.4503,,
690,,1925,Lightning,1925-690,1186,linens,,2.00705E+13,20070516,digitised,JA70003000,,1963433,11860923.2,23162.684,,
690,,1925,Person,1925-690,15.2,linens,,2.00705E+13,19251012,digitised,JA70003000,,1963434,152434.3435,2179.5946,,
691,,1925,Lightning,1925-691,181.8,linens,,2.00705E+13,19250802,digitised,JA70003000,,1963435,1818799.018,5345.2974,,
692,,1925,Person,1925-692,32,linens,,2.00705E+13,19251013,digitised,JA70003000,,1963436,320511.8418,2139.7493,,
694,,1925,Person,1925-694,52.6,linens,,2.00705E+13,19251011,assumed_shape,JA70003000,,1963437,526531.1891,3367.2367,,
696,,1925,Lightning,1925-696,33.4,linens,,2.00705E+13,19250804,digitised,JA70003000,,1963438,334142.6329,2259.1973,,
376a,,1925,Person,1925-376a,181.6,linens,,2.00705E+13,19250802,digitised,JA70003000,,1963202,1816056.172,6326.3407,,
38,,1925,Person,1925-38,224.7,linens,,2.00705E+13,19250510,digitised,JA70003000,,1963203,2247229.809,8292.9716,,
381,,1925,Person,1925-381,282.9,linens,,2.00705E+13,19250802,digitised,JA70003000,,1963204,2829174.804,9999.585,,
382,,1925,Lightning,1925-382,1534.8,linens,,2.00705E+13,19250713,digitised,JA70003000,,1963205,15348370.35,19283.2645,,
470,,1925,Person,1925-470,170.4,linens,,2.00705E+13,19250724,digitised,JA70003000,,1963265,1704065.252,6288.6019,,
471,,1925,Person,1925-471,138.3,linens,,2.00705E+13,19250718,digitised,JA70003000,,1963266,1383694.889,5050.3501,,
475,,1925,Person,1925-475,62.5,linens,,2.00705E+13,19250819,assumed_shape,JA70003000,,1963267,625536.6258,3273.0575,,
48,,1925,Person,1925-48,3212.9,linens,,2.00705E+13,19250717,digitised,JA70003000,,1963268,32129072.76,27741.6995,,
480,,1925,Person,1925-480,86,linens,,2.00705E+13,19250718,assumed_shape,JA70003000,,1963269,860491.6672,4438.4999,,
61,,1925,Person,1925-61,28,linens,,2.00705E+13,19250615,digitised,JA70003000,,1963352,280968.7397,2074.536,,
61,,1925,Person,1925-61,231,linens,,2.00705E+13,19250514,digitised,JA70003000,,1963353,2310330.555,6806.4083,,
610,,1925,Lightning,1925-610,265.4,linens,,2.00705E+13,19250801,digitised,JA70003000,,1963354,2654909.7,6958.306,,
614,,1925,Person,1925-614,258,linens,,2.00705E+13,19250920,digitised,JA70003000,,1963355,2580828.128,9016.9265,,
617,,1925,Lightning,1925-617,529.1,linens,,2.00705E+13,19250801,assumed_shape,JA70003000,,1963356,5291737.792,9226.9547,,
618,,1925,Lightning,1925-618,54.6,linens,,2.00705E+13,19250804,digitised,JA70003000,,1963357,546402.3658,2840.1279,,
698,,1925,Lightning,1925-698,81,linens,,2.00705E+13,19250802,digitised,JA70003000,,1963439,810225.1836,3742.4311,,
699,,1925,Lightning,1925-699,25.7,linens,,2.00705E+13,19250729,digitised,JA70003000,,1963440,257224.3443,1948.4619,,
69a,,1925,Person,1925-69a,4367,linens,,2.00705E+13,19250728,digitised,JA70003000,,1963441,43670326.97,34961.9653,,
383,,1925,Person,1925-383,915.4,linens,,2.00705E+13,19250806,digitised,JA70003000,,1963206,9154493.587,14722.5642,,
384,,1925,Lightning,1925-384,442.4,linens,,2.00705E+13,19250712,digitised,JA70003000,,1963207,4424808.866,13131.8914,,
49,,1925,Person,1925-49,33,linens,,2.00705E+13,19250506,assumed_shape,JA70003000,,1963270,330737.5984,2042.9401,,
490,,1925,Person,1925-490,93.7,linens,,2.00705E+13,19250819,assumed_shape,JA70003000,,1963271,937059.9998,4143.3223,,
491,,1925,Person,1925-491,14,linens,,2.00705E+13,19250819,assumed_shape,JA70003000,,1963272,140445.9115,1330.1877,,
5,,1925,Person,May-25,22.1,linens,,2.00705E+13,19250511,assumed_shape,JA70003000,,1963273,221566.106,1888.638,,
5,,1925,Person,May-25,52.1,linens,,2.00705E+13,19250508,digitised,JA70003000,,1963274,521932.3453,3885.3175,,
50,,1925,Person,1925-50,55.1,linens,,2.00705E+13,19250516,digitised,JA70003000,,1963275,551142.7753,3544.8243,,
50,,1925,Person,1925-50,20.5,linens,,2.00705E+13,19250517,assumed_shape,JA70003000,,1963276,205329.6843,1608.7159,,
619,,1925,Person,1925-619,132.9,linens,,2.00705E+13,19250918,digitised,JA70003000,,1963358,1329406.038,4745.9963,,
62,,1925,Person,1925-62,97.2,linens,,2.00705E+13,19250523,digitised,JA70003000,,1963359,972001.5062,3913.7745,,
62,,1925,Person,1925-62,56.1,linens,,2.00705E+13,19250601,digitised,JA70003000,,1963360,561447.8132,2811.3999,,
621,,1925,Lightning,1925-621,3123.3,linens,,2.00705E+13,19250801,digitised,JA70003000,,1963361,31233861.25,31813.6007,,
623,,1925,Person,1925-623,120.5,linens,,2.00705E+13,19250918,assumed_shape,JA70003000,,1963362,1205177.447,4315.5663,,
624,,1925,Lightning,1925-624,215.8,linens,,2.00705E+13,19250802,digitised,JA70003000,,1963363,2158326.848,6623.3952,,
624,,1925,Person,1925-624,113.8,linens,,2.00705E+13,19250918,assumed_shape,JA70003000,,1963364,1138859.331,3881.9966,,
6a,,1925,Person,1925-6a,309.9,linens,,2.00705E+13,19250506,digitised,JA70003000,,1963442,3099083.622,7905.1512,,
6b,,1925,Person,1925-6b,18.9,linens,,2.00705E+13,19250508,digitised,JA70003000,,1963443,189917.3059,1925.3759,,
7,,1925,Person,Jul-25,19.5,linens,,2.00705E+13,19250428,digitised,JA70003000,,1963444,195968.8961,1829.6533,,
700,,1925,Lightning,1925-700,233.3,linens,,2.00705E+13,19250802,digitised,JA70003000,,1963445,2333505.904,5632.4402,,
702,,1925,Person,1925-702,10.8,linens,,2.00705E+13,19251017,digitised,JA70003000,,1963446,108069.9346,1426.5585,,
704,,1925,Person,1925-704,64.1,linens,,2.00705E+13,19251012,assumed_shape,JA70003000,,1963447,641613.532,2867.344,,
706,,1925,Lightning,1925-706,265.2,linens,,2.00705E+13,19250803,digitised,JA70003000,,1963448,2652315.13,6445.0537,,
386,,1925,Lightning,1925-386,3304.3,linens,,2.00705E+13,19250714,digitised,JA70003000,,1963208,33043136.81,28154.8244,,
387,,1925,Lightning,1925-387,108.9,linens,,2.00705E+13,19250712,assumed_shape,JA70003000,,1963209,1089026.038,5637.544,,
387,,1925,Person,1925-387,26.1,linens,,2.00705E+13,19250807,assumed_shape,JA70003000,,1963210,261273.4291,1814.2831,,
388,,1925,Person,1925-388,27.8,linens,,2.00705E+13,19250809,assumed_shape,JA70003000,,1963211,278009.016,2418.8486,,
389,,1925,Lightning,1925-389,864.3,linens,,2.00705E+13,19250718,digitised,JA70003000,,1963212,8643976.325,15744.9179,,
502,,1925,Lightning,1925-502,532.2,linens,,2.00705E+13,19250726,digitised,JA70003000,,1963277,5322849.891,9752.0768,,
504,,1925,Lightning,1925-504,61.6,linens,,2.00705E+13,19250726,digitised,JA70003000,,1963278,616723.0912,3973.529,,
505,,1925,Lightning,1925-505,30.6,linens,,2.00705E+13,19250725,digitised,JA70003000,,1963279,306697.6761,2240.4848,,
507,,1925,Person,1925-507,88.6,linens,,2.00705E+13,19250820,assumed_shape,JA70003000,,1963280,886846.5563,3342.9698,,
51,,1925,Person,1925-51,55.7,linens,,2.00705E+13,19250517,assumed_shape,JA70003000,,1963281,557043.741,3496.1192,,
516,,1925,Lightning,1925-516,185.7,linens,,2.00705E+13,19250724,assumed_shape,JA70003000,,1963282,1857193.233,5173.7218,,
625,,1925,Lightning,1925-625,1588.2,linens,,2.00705E+13,19250801,digitised,JA70003000,,1963365,15882001.2,15804.4464,,
625,,1925,Person,1925-625,110.7,linens,,2.00705E+13,19250917,assumed_shape,JA70003000,,1963366,1107156.536,5108.8737,,
626,,1925,Person,1925-626,8.9,linens,,2.00705E+13,19250920,digitised,JA70003000,,1963367,89390.7616,1107.7519,,
626,,1925,Lightning,1925-626,650.2,linens,,2.00705E+13,19250802,digitised,JA70003000,,1963368,6502310.319,12764.9765,,
627,,1925,Person,1925-627,8.3,linens,,2.00705E+13,19250924,digitised,JA70003000,,1963369,83040.7725,1218.9611,,
706,,1925,Person,1925-706,809.4,linens,,2.00705E+13,19250929,assumed_shape,JA70003000,,1963449,8094296.731,19179.0778,,
707,,1925,Lightning,1925-707,319.9,linens,,2.00705E+13,19250802,assumed_shape,JA70003000,,1963450,3199446.449,10239.3062,,
708,,1925,Lightning,1925-708,46.9,linens,,2.00705E+13,19250729,digitised,JA70003000,,1963451,469094.2563,2690.9892,,
389,,1925,Person,1925-389,102.6,linens,,2.00705E+13,19250731,digitised,JA70003000,,1963213,1026817.396,7175.2435,,
39,,1925,Person,1925-39,763.1,linens,,2.00705E+13,19250521,digitised,JA70003000,,1963214,7631417.675,16778.9962,,
390,,1925,Person,1925-390,114.2,linens,,2.00705E+13,19250717,digitised,JA70003000,,1963215,1142358.294,4439.3973,,
392,,1925,Lightning,1925-392,243.2,linens,,2.00705E+13,19250716,digitised,JA70003000,,1963216,2432150.582,6297.9202,,
517,,1925,Person,1925-517,59.4,linens,,2.00705E+13,19250803,digitised,JA70003000,,1963283,594589.888,4126.388,,
517a,,1925,Lightning,1925-517a,76.3,linens,,2.00705E+13,19250727,digitised,JA70003000,,1963284,763156.6869,4188.6968,,
51a,,1925,Person,1925-51a,160.1,linens,,2.00705E+13,19250819,digitised,JA70003000,,1963285,1601090.919,6092.2951,,
51a,,1925,Person,1925-51a,30.9,linens,,2.00705E+13,19250717,digitised,JA70003000,,1963286,309472.1479,2024.9308,,
52,,1925,Person,1925-52,32.7,linens,,2.00705E+13,19250518,digitised,JA70003000,,1963287,327200.2203,2729.74,,
52,,1925,Person,1925-52,214,linens,,2.00705E+13,19250622,digitised,JA70003000,,1963288,2140447.083,5759.4337,,
627,,1925,Lightning,1925-627,731.1,linens,,2.00705E+13,19250802,digitised,JA70003000,,1963370,7311568.806,14765.0314,,
628,,1925,Person,1925-628,109.1,linens,,2.00705E+13,19250925,assumed_shape,JA70003000,,1963371,1091210.902,4806.0293,,
629,,1925,Person,1925-629,37,linens,,2.00705E+13,19250916,digitised,JA70003000,,1963372,370444.8473,2422.3567,,
630,,1925,Lightning,1925-630,39.5,linens,,2.00705E+13,19250728,assumed_shape,JA70003000,,1963373,395679.0843,2326.0691,,
632,,1925,Lightning,1925-632,122.1,linens,,2.00705E+13,19250729,digitised,JA70003000,,1963374,1221430.241,4169.1312,,
633,,1925,Lightning,1925-633,234.7,linens,,2.00705E+13,19250801,digitised,JA70003000,,1963375,2347715.439,6288.3661,,
709,,1925,Person,1925-709,116.3,linens,,2.00705E+13,19250920,digitised,JA70003000,,1963452,1163127.084,4187.4143,,
70b,,1925,Person,1925-70b,83,linens,,2.00705E+13,19250705,digitised,JA70003000,,1963453,830163.06,4318.9562,,
